date,strategy,equity
2024-05-31,ou_baseline,100.0
2024-06-03,ou_baseline,100.0
2024-06-04,ou_baseline,100.0
2024-06-05,ou_baseline,100.0
2024-06-06,ou_baseline,100.0
2024-06-07,ou_baseline,100.0
2024-06-10,ou_baseline,100.0
2024-06-11,ou_baseline,100.0
2024-06-12,ou_baseline,100.0
2024-06-13,ou_baseline,100.0
2024-06-14,ou_baseline,100.0
2024-06-17,ou_baseline,100.0
2024-06-18,ou_baseline,100.0
2024-06-20,ou_baseline,100.0
2024-06-21,ou_baseline,100.0
2024-06-24,ou_baseline,100.0
2024-06-25,ou_baseline,100.0
2024-06-26,ou_baseline,100.0
2024-06-27,ou_baseline,100.0
2024-06-28,ou_baseline,100.0
2024-07-01,ou_baseline,100.0
2024-07-02,ou_baseline,100.0
2024-07-03,ou_baseline,100.0
2024-07-05,ou_baseline,100.0
2024-07-08,ou_baseline,100.0
2024-07-09,ou_baseline,100.0
2024-07-10,ou_baseline,100.0
2024-07-11,ou_baseline,100.0
2024-07-12,ou_baseline,100.0
2024-07-15,ou_baseline,100.0
2024-07-16,ou_baseline,100.0
2024-07-17,ou_baseline,100.0
2024-07-18,ou_baseline,99.999
2024-07-19,ou_baseline,99.9975481526758
2024-07-22,ou_baseline,99.98077644302812
2024-07-23,ou_baseline,99.98309869661622
2024-07-24,ou_baseline,99.98761704383784
2024-07-25,ou_baseline,99.97408314304958
2024-07-26,ou_baseline,99.93876542143607
2024-07-29,ou_baseline,99.9299986581878
2024-07-30,ou_baseline,99.9009842185252
2024-07-31,ou_baseline,99.85724234650242
2024-08-01,ou_baseline,99.84129438411757
2024-08-02,ou_baseline,99.84850166934355
2024-08-05,ou_baseline,99.85610880033313
2024-08-06,ou_baseline,99.86199665514869
2024-08-07,ou_baseline,99.85742082795252
2024-08-08,ou_baseline,99.85472343967702
2024-08-09,ou_baseline,99.85025673668753
2024-08-12,ou_baseline,99.85951480217662
2024-08-13,ou_baseline,99.84433660044084
2024-08-14,ou_baseline,99.840197290104
2024-08-15,ou_baseline,99.85565554311496
2024-08-16,ou_baseline,99.85792191543904
2024-08-19,ou_baseline,99.8630157211554
2024-08-20,ou_baseline,99.88994290740297
2024-08-21,ou_baseline,99.87783202003438
2024-08-22,ou_baseline,99.86613154944509
2024-08-23,ou_baseline,99.85836419292052
2024-08-26,ou_baseline,99.86126756182523
2024-08-27,ou_baseline,99.87372541565911
2024-08-28,ou_baseline,99.8790780440709
2024-08-29,ou_baseline,99.86345821208764
2024-08-30,ou_baseline,99.85217902218267
2024-09-03,ou_baseline,99.88510770701056
2024-09-04,ou_baseline,99.8787633586713
2024-09-05,ou_baseline,99.88775535928964
2024-09-06,ou_baseline,99.91956572286792
2024-09-09,ou_baseline,99.89459044254903
2024-09-10,ou_baseline,99.90732634568386
2024-09-11,ou_baseline,99.91075079664108
2024-09-12,ou_baseline,99.9092936693738
2024-09-13,ou_baseline,99.88647018138356
2024-09-16,ou_baseline,99.8693476939529
2024-09-17,ou_baseline,99.86433489093481
2024-09-18,ou_baseline,99.859268193655
2024-09-19,ou_baseline,99.79433510494584
2024-09-20,ou_baseline,99.81340276771576
2024-09-23,ou_baseline,99.8260650547534
2024-09-24,ou_baseline,99.83428578661085
2024-09-25,ou_baseline,99.86155982276173
2024-09-26,ou_baseline,99.82483008577948
2024-09-27,ou_baseline,99.82572769440631
2024-09-30,ou_baseline,99.84424044641953
2024-10-01,ou_baseline,99.8574269854455
2024-10-02,ou_baseline,99.85338030377437
2024-10-03,ou_baseline,99.86268691325628
2024-10-04,ou_baseline,99.82916770087998
2024-10-07,ou_baseline,99.83267955108755
2024-10-08,ou_baseline,99.82914092648227
2024-10-09,ou_baseline,99.79791936980061
2024-10-10,ou_baseline,99.7903914929598
2024-10-11,ou_baseline,99.68825796722201
2024-10-14,ou_baseline,99.68108282145829
2024-10-15,ou_baseline,99.58515450606953
2024-10-16,ou_baseline,99.64209503008681
2024-10-17,ou_baseline,99.65155199139531
2024-10-18,ou_baseline,99.68070741244915
2024-10-21,ou_baseline,99.71729627075109
2024-10-22,ou_baseline,99.70803161003278
2024-10-23,ou_baseline,99.70726866403218
2024-10-24,ou_baseline,99.65898438990683
2024-10-25,ou_baseline,99.71796526034605
2024-10-28,ou_baseline,99.66261757390372
2024-10-29,ou_baseline,99.66183895675793
2024-10-30,ou_baseline,99.64105886861839
2024-10-31,ou_baseline,99.68176806071267
2024-11-01,ou_baseline,99.67637877196725
2024-11-04,ou_baseline,99.7249222697537
2024-11-05,ou_baseline,99.65309341455442
2024-11-06,ou_baseline,99.37689859550699
2024-11-07,ou_baseline,99.43640580727961
2024-11-08,ou_baseline,99.41927483044813
2024-11-11,ou_baseline,99.4079156948657
2024-11-12,ou_baseline,99.41762150635884
2024-11-13,ou_baseline,99.40897844297191
2024-11-14,ou_baseline,99.41806328334624
2024-11-15,ou_baseline,99.4065845433155
2024-11-18,ou_baseline,99.39567750087049
2024-11-19,ou_baseline,99.39658467388134
2024-11-20,ou_baseline,99.40593173465975
2024-11-21,ou_baseline,99.40455504912536
2024-11-22,ou_baseline,99.371849907121
2024-11-25,ou_baseline,99.34038129630973
2024-11-26,ou_baseline,99.35807347227099
2024-11-27,ou_baseline,99.34587851962188
2024-11-29,ou_baseline,99.31730849788639
2024-12-02,ou_baseline,99.29593791905221
2024-12-03,ou_baseline,99.29050785932286
2024-12-04,ou_baseline,99.27314620877063
2024-12-05,ou_baseline,99.2700002182584
2024-12-06,ou_baseline,99.26192373646991
2024-12-09,ou_baseline,99.25461147761929
2024-12-10,ou_baseline,99.21394707740824
2024-12-11,ou_baseline,99.25629882477523
2024-12-12,ou_baseline,99.26777878350627
2024-12-13,ou_baseline,99.25154580408713
2024-12-16,ou_baseline,99.22458920889171
2024-12-17,ou_baseline,99.19700256047888
2024-12-18,ou_baseline,99.20746456707845
2024-12-19,ou_baseline,99.21811247609084
2024-12-20,ou_baseline,99.22607726303563
2024-12-23,ou_baseline,99.2144727305887
2024-12-24,ou_baseline,99.2123008565785
2024-12-26,ou_baseline,99.19363959580024
2024-12-27,ou_baseline,99.19389931980841
2024-12-30,ou_baseline,99.19936996985889
2024-12-31,ou_baseline,99.19432464452039
2025-01-02,ou_baseline,99.20681663165195
2025-01-03,ou_baseline,99.20493484524707
2025-01-06,ou_baseline,99.21188086083123
2025-01-07,ou_baseline,99.22199855060869
2025-01-08,ou_baseline,99.20145674497087
2025-01-10,ou_baseline,99.1958972344111
2025-01-13,ou_baseline,99.2029828344691
2025-01-14,ou_baseline,99.23045627207004
2025-01-15,ou_baseline,99.30836519079917
2025-01-16,ou_baseline,99.17213942172773
2025-01-17,ou_baseline,99.17921046836283
2025-01-21,ou_baseline,99.25065139707962
2025-01-22,ou_baseline,99.28112091683771
2025-01-23,ou_baseline,99.24397768322073
2025-01-24,ou_baseline,99.21728056539587
2025-01-27,ou_baseline,99.2044387929293
2025-01-28,ou_baseline,99.12292143938826
2025-01-29,ou_baseline,99.1529187666849
2025-01-30,ou_baseline,99.1856637895771
2025-01-31,ou_baseline,99.20470195378881
2025-02-03,ou_baseline,99.18351284101162
2025-02-04,ou_baseline,99.11583901181667
2025-02-05,ou_baseline,99.0762028027373
2025-02-06,ou_baseline,99.10979651949691
2025-02-07,ou_baseline,99.1309795433344
2025-02-10,ou_baseline,99.18951354272828
2025-02-11,ou_baseline,99.20424889916605
2025-02-12,ou_baseline,99.26344223988731
2025-02-13,ou_baseline,99.29799123079977
2025-02-14,ou_baseline,99.28565407603736
2025-02-18,ou_baseline,99.26478511062341
2025-02-19,ou_baseline,99.27584851491974
2025-02-20,ou_baseline,99.37810424375746
2025-02-21,ou_baseline,99.44086615239813
2025-02-24,ou_baseline,99.45792802287593
2025-02-25,ou_baseline,99.47622273825469
2025-02-26,ou_baseline,99.46811626209985
2025-02-27,ou_baseline,99.51773836293467
2025-02-28,ou_baseline,99.32329163657147
2025-03-03,ou_baseline,99.38330440710111
2025-03-04,ou_baseline,99.58805212779063
2025-03-05,ou_baseline,99.5685189377766
2025-03-06,ou_baseline,99.66521450599467
2025-03-07,ou_baseline,99.61983451209737
2025-03-10,ou_baseline,99.75481279575027
2025-03-11,ou_baseline,99.74594740972545
2025-03-12,ou_baseline,99.70447985196436
2025-03-13,ou_baseline,99.7118124835844
2025-03-14,ou_baseline,99.7118124835844
2025-03-17,ou_baseline,99.7118124835844
2025-03-18,ou_baseline,99.7118124835844
2025-03-19,ou_baseline,99.7118124835844
2025-03-20,ou_baseline,99.7118124835844
2025-03-21,ou_baseline,99.7118124835844
2025-03-24,ou_baseline,99.7118124835844
2025-03-25,ou_baseline,99.7118124835844
2025-03-26,ou_baseline,99.7118124835844
2025-03-27,ou_baseline,99.7118124835844
2025-03-28,ou_baseline,99.7118124835844
2025-03-31,ou_baseline,99.7118124835844
2025-04-01,ou_baseline,99.7118124835844
2025-04-02,ou_baseline,99.7118124835844
2025-04-03,ou_baseline,99.7118124835844
2025-04-04,ou_baseline,99.7118124835844
2025-04-07,ou_baseline,99.7118124835844
2025-04-08,ou_baseline,99.7108124835844
2025-04-09,ou_baseline,99.6956990050475
2025-04-10,ou_baseline,99.6917199481007
2025-04-11,ou_baseline,99.65198214263643
2025-04-14,ou_baseline,99.70511088012726
2025-04-15,ou_baseline,99.78675395717244
2025-04-16,ou_baseline,99.80055479858287
2025-04-17,ou_baseline,99.7850091619035
2025-04-21,ou_baseline,99.78207531996279
2025-04-22,ou_baseline,99.79856501888159
2025-04-23,ou_baseline,99.76046242012697
2025-04-24,ou_baseline,99.77156574545495
2025-04-25,ou_baseline,99.78393352469507
2025-04-28,ou_baseline,99.79645755835
2025-04-29,ou_baseline,99.79016649062832
2025-04-30,ou_baseline,99.78817540925765
2025-05-01,ou_baseline,99.79434471966714
2025-05-02,ou_baseline,99.77669272902654
2025-05-05,ou_baseline,99.76466931764818
2025-05-06,ou_baseline,99.77314945648321
2025-05-07,ou_baseline,99.77189415641804
2025-05-08,ou_baseline,99.77501114086434
2025-05-09,ou_baseline,99.79237944482828
2025-05-12,ou_baseline,99.80639502175397
2025-05-13,ou_baseline,99.83602169520229
2025-05-14,ou_baseline,99.84927336502915
2025-05-15,ou_baseline,99.81640539856036
2025-05-16,ou_baseline,99.83656935383371
2025-05-19,ou_baseline,99.84615106790508
2025-05-20,ou_baseline,99.84202596596091
2025-05-21,ou_baseline,99.8252386215787
2025-05-22,ou_baseline,99.82949787911856
2025-05-23,ou_baseline,99.8284396232369
2025-05-27,ou_baseline,99.82729736333377
2025-05-28,ou_baseline,99.83131324112885
2025-05-29,ou_baseline,99.82919144090337
2025-05-30,ou_baseline,99.82929917749061
2025-06-02,ou_baseline,99.82223619510337
2025-06-03,ou_baseline,99.82622146031252
2025-06-04,ou_baseline,99.82130094667066
2025-06-05,ou_baseline,99.81848807118436
2025-06-06,ou_baseline,99.8186732728898
2025-06-09,ou_baseline,99.81750419706765
2025-06-10,ou_baseline,99.82404937104249
2025-06-11,ou_baseline,99.81197184751653
2025-06-12,ou_baseline,99.81125161550916
2025-06-13,ou_baseline,99.82106491976097
2025-06-16,ou_baseline,99.80810480153534
2025-06-17,ou_baseline,99.81223516972437
2025-06-18,ou_baseline,99.81950151984418
2025-06-20,ou_baseline,99.82811846510623
2025-06-23,ou_baseline,99.83524169472506
2025-06-24,ou_baseline,99.82280566910681
2025-06-25,ou_baseline,99.81039799911612
2025-06-26,ou_baseline,99.80463522676834
2025-06-27,ou_baseline,99.79636645735529
2025-06-30,ou_baseline,99.81511447432166
2025-07-01,ou_baseline,99.81063670561986
2025-07-02,ou_baseline,99.8154921213913
2025-07-03,ou_baseline,99.78730849614404
2025-07-07,ou_baseline,99.77147961820414
2025-07-08,ou_baseline,99.80564479270654
2025-07-09,ou_baseline,99.80027912870301
2025-07-10,ou_baseline,99.80925585691503
2025-07-11,ou_baseline,99.81057895006295
2025-07-14,ou_baseline,99.81361676074006
2025-07-15,ou_baseline,99.77181412827613
2025-07-16,ou_baseline,99.83020340324161
2025-07-17,ou_baseline,99.75306490188612
2025-07-18,ou_baseline,99.74793347039814
2025-07-21,ou_baseline,99.73385163568898
2025-07-22,ou_baseline,99.71064740381712
2025-07-23,ou_baseline,99.72009077782688
2025-07-24,ou_baseline,99.6938057126482
2025-07-25,ou_baseline,99.71438233574807
2025-07-28,ou_baseline,99.70954204400621
2025-07-29,ou_baseline,99.70597489095243
2025-07-30,ou_baseline,99.68434617805484
2025-07-31,ou_baseline,99.70665632134933
2025-08-01,ou_baseline,99.8610440710443
2025-08-04,ou_baseline,99.83950606261942
2025-08-05,ou_baseline,99.87340067351968
2025-08-06,ou_baseline,99.89630151479992
2025-08-07,ou_baseline,99.93074509797898
2025-08-08,ou_baseline,99.81928912176275
2025-08-11,ou_baseline,99.76434759897165
2025-08-12,ou_baseline,99.70624147462108
2025-08-13,ou_baseline,99.69481676854852
2025-08-14,ou_baseline,99.64716881828357
2025-08-15,ou_baseline,99.73853715286157
2025-08-18,ou_baseline,99.66394945361468
2025-08-19,ou_baseline,99.64061835853191
2025-08-20,ou_baseline,99.58565155904707
2025-08-21,ou_baseline,99.57125629632438
2025-08-22,ou_baseline,99.48121316574073
2025-08-25,ou_baseline,99.48317364266714
2025-08-26,ou_baseline,99.4046057035808
2025-08-27,ou_baseline,99.4214600049925
2025-08-28,ou_baseline,99.38353158119197
2025-08-29,ou_baseline,99.3437665885429
2025-09-02,ou_baseline,99.32383881618551
2025-09-03,ou_baseline,99.36485317523913
2025-09-04,ou_baseline,99.34495769346032
2025-09-05,ou_baseline,99.4095679925043
2025-09-08,ou_baseline,99.4453305770218
2025-09-09,ou_baseline,99.36775634727168
2025-09-10,ou_baseline,99.33609408791128
2025-09-11,ou_baseline,99.293190180012
2025-09-12,ou_baseline,99.30445416004528
2025-09-15,ou_baseline,99.2820553340311
2025-09-16,ou_baseline,99.29713187768235
2025-09-17,ou_baseline,99.27603507335351
2025-09-18,ou_baseline,99.26587850098755
2025-09-19,ou_baseline,99.26390627018124
2025-09-22,ou_baseline,99.27408479535545
2025-09-23,ou_baseline,99.27329512290656
2025-09-24,ou_baseline,99.26111196425855
2025-09-25,ou_baseline,99.26385603568649
2025-09-26,ou_baseline,99.26192699560049
2025-09-29,ou_baseline,99.26325172418032
2025-09-30,ou_baseline,99.26446939333636
2025-10-01,ou_baseline,99.26307903901241
2025-10-02,ou_baseline,99.26911298560579
2025-10-03,ou_baseline,99.26583541641189
2025-10-06,ou_baseline,99.25462402513419
2025-10-07,ou_baseline,99.24689440712379
2025-10-08,ou_baseline,99.2559947247968
2025-10-09,ou_baseline,99.28898535733099
2025-10-10,ou_baseline,99.2952716289713
2025-10-13,ou_baseline,99.26939727441703
2025-10-14,ou_baseline,99.15101884276612
2025-10-15,ou_baseline,99.24222011991955
2025-10-16,ou_baseline,99.27451663397379
2025-10-17,ou_baseline,99.2577719418749
2025-10-20,ou_baseline,99.23332475180422
2025-10-21,ou_baseline,99.22214218339121
2025-10-22,ou_baseline,99.2610362049565
2025-10-23,ou_baseline,99.26583602487793
2025-10-24,ou_baseline,99.24890494122224
2025-10-27,ou_baseline,99.21082270127239
2025-10-28,ou_baseline,99.198401072228
2025-10-29,ou_baseline,99.26099482970224
2025-10-30,ou_baseline,99.25504414880693
2025-10-31,ou_baseline,99.2396078665647
2025-11-03,ou_baseline,99.2053436729359
2025-11-04,ou_baseline,99.2212754615917
2025-11-05,ou_baseline,99.19457752253287
2025-11-06,ou_baseline,99.23890134103071
2025-11-07,ou_baseline,99.23974761087476
2025-11-10,ou_baseline,99.23881802705895
2025-11-11,ou_baseline,99.24802549998726
2025-11-12,ou_baseline,99.22683053062254
2025-11-13,ou_baseline,99.22418540756925
2025-11-14,ou_baseline,99.20843149307457
2025-11-17,ou_baseline,99.23178223496603
2025-11-18,ou_baseline,99.2261434959059
2025-11-19,ou_baseline,99.21247861187945
2025-11-20,ou_baseline,99.23477355801026
2025-11-21,ou_baseline,99.20926845354998
2025-11-24,ou_baseline,99.1875053923511
2025-11-25,ou_baseline,99.17383778237216
2025-11-26,ou_baseline,99.16057401251032
2025-11-28,ou_baseline,99.15206544960812
2025-12-01,ou_baseline,99.16630240290341
2025-12-02,ou_baseline,99.14832205156361
2025-12-03,ou_baseline,99.09731774443888
2025-12-04,ou_baseline,99.10594476785171
2025-12-05,ou_baseline,99.07102700601779
2025-12-08,ou_baseline,99.05784481187573
2025-12-09,ou_baseline,99.02596174241118
2025-12-10,ou_baseline,99.02324121022575
2025-12-11,ou_baseline,99.0039388877838
2025-12-12,ou_baseline,99.002167950555
2025-12-15,ou_baseline,98.99124233604012
2025-12-16,ou_baseline,99.00658278017406
2025-12-17,ou_baseline,99.00694032663031
2025-12-18,ou_baseline,99.03075339879301
2025-12-19,ou_baseline,99.01201525909474
2025-12-22,ou_baseline,98.97851278479735
2025-12-23,ou_baseline,98.97010295597369
2025-12-24,ou_baseline,98.96920556871729
2025-12-26,ou_baseline,98.95659080563517
2025-12-29,ou_baseline,98.97016675355947
2025-12-30,ou_baseline,98.95450501796775
2025-12-31,ou_baseline,98.97059548311059
2026-01-02,ou_baseline,98.956642194369
2026-01-05,ou_baseline,98.93739835612207
2026-01-06,ou_baseline,98.88128963188818
2026-01-07,ou_baseline,98.9901971675016
2026-01-08,ou_baseline,98.9226380899871
2026-01-09,ou_baseline,98.93791221876597
